Vardi,Dzimums,Skaits
"DĀVIDS MIĶELIS","VĪRIETIS",2
"DĀVIDS MONTASIRS","VĪRIETIS",1
"DĀVIDS MORIARTIJS","VĪRIETIS",1
"DĀVIDS MĀRIS","VĪRIETIS",1
"DĀVIDS MĀRTIŅŠ","VĪRIETIS",2
"DĀVIDS NATANIELS","VĪRIETIS",1
"DĀVIDS NEO","VĪRIETIS",1
"DĀVIDS NIKOLASS","VĪRIETIS",3
"DĀVIDS NIKS","VĪRIETIS",1
"DĀVIDS NILS","VĪRIETIS",1
"DĀVIDS NOA","VĪRIETIS",1
"DĀVIDS NORMANS","VĪRIETIS",1
"DĀVIDS OFEIMUME","VĪRIETIS",1
"DĀVIDS OLEKSA","VĪRIETIS",1
"DĀVIDS OLIVERS","VĪRIETIS",1
"DĀVIDS OLIVIERS","VĪRIETIS",1
"DĀVIDS OSKARS","VĪRIETIS",1
"DĀVIDS OVIDJU","VĪRIETIS",1
"DĀVIDS PATRIKS","VĪRIETIS",2
"DĀVIDS PATRIKS NIKOLĀ","VĪRIETIS",1
"DĀVIDS PAULS","VĪRIETIS",1
"DĀVIDS PĀVILS","VĪRIETIS",1
"DĀVIDS PĒTERIS","VĪRIETIS",1
"DĀVIDS RAITIS","VĪRIETIS",1
"DĀVIDS RALFS","VĪRIETIS",3
"DĀVIDS RAMIRO","VĪRIETIS",1
"DĀVIDS RASELS","VĪRIETIS",1
"DĀVIDS REINIS","VĪRIETIS",1
"DĀVIDS RENDIJS","VĪRIETIS",1
"DĀVIDS RENĀRS","VĪRIETIS",1
"DĀVIDS RITVARS","VĪRIETIS",2
"DĀVIDS RIČARDS","VĪRIETIS",1
"DĀVIDS ROBERTS","VĪRIETIS",5
"DĀVIDS ROSS ALEKSANDRS","VĪRIETIS",1
"DĀVIDS RŪDOLFS","VĪRIETIS",6
"DĀVIDS SAMUĒLS","VĪRIETIS",1
"DĀVIDS SANDIS","VĪRIETIS",1
"DĀVIDS SEBASTIANS","VĪRIETIS",2
"DĀVIDS SIGURDSONS","VĪRIETIS",1
"DĀVIDS SILVĒNS","VĪRIETIS",1
"DĀVIDS SPENSERS","VĪRIETIS",1
"DĀVIDS STEFANS ADŽĪ","VĪRIETIS",1
"DĀVIDS TEODORS","VĪRIETIS",1
"DĀVIDS TOMASS","VĪRIETIS",2
"DĀVIDS TOMS","VĪRIETIS",2
"DĀVIDS ULFS","VĪRIETIS",1
"DĀVIDS VALDIS","VĪRIETIS",3
"DĀVIDS VALTERS","VĪRIETIS",2
"DĀVIDS VERNERS","VĪRIETIS",1
"DĀVIDS VIDVUDS","VĪRIETIS",1
"DĀVIDS VIESTURS","VĪRIETIS",1
"DĀVIDS VIKTORS","VĪRIETIS",2
"DĀVIDS VILHELMS","VĪRIETIS",1
"DĀVIDS VILJAMS","VĪRIETIS",1
"DĀVIDS VINTONS","VĪRIETIS",1
"DĀVIDS VISVALDIS","VĪRIETIS",1
"DĀVIDS VLADISLAVS","VĪRIETIS",1
"DĀVIDS ZEINS","VĪRIETIS",1
"DĀVIDS ZIGMĀRS","VĪRIETIS",1
"DĀVIDS ĀDAMS","VĪRIETIS",1
"DĀVIDS ĀRONS","VĪRIETIS",1
"DĀVIDS ĒRIKS","VĪRIETIS",1
"DĀVIDS ĪZAKS","VĪRIETIS",1
"DĀVIDS ŅIKITA","VĪRIETIS",1
"DĀVIS","VĪRIETIS",3498
"DĀVIS ADRIANS","VĪRIETIS",3
"DĀVIS AGRIS","VĪRIETIS",1
"DĀVIS AKSELS","VĪRIETIS",1
"DĀVIS ALANS","VĪRIETIS",1
"DĀVIS ALBERTS","VĪRIETIS",1
"DĀVIS ALDIS","VĪRIETIS",1
"DĀVIS ALEKSANDRS","VĪRIETIS",3
"DĀVIS ALEKSANDRS RIHARDS","VĪRIETIS",1
"DĀVIS ALEKSEJS","VĪRIETIS",1
"DĀVIS ALEKSIS","VĪRIETIS",1
"DĀVIS ALENS","VĪRIETIS",1
"DĀVIS ANDERS","VĪRIETIS",1
"DĀVIS ANDREJS","VĪRIETIS",3
"DĀVIS ANDRIS","VĪRIETIS",3
"DĀVIS ANRIJS","VĪRIETIS",1
"DĀVIS ANSIS","VĪRIETIS",2
"DĀVIS ANTONINO","VĪRIETIS",1
"DĀVIS ARNIS","VĪRIETIS",1
"DĀVIS ARNOLDS","VĪRIETIS",1
"DĀVIS ARTIS","VĪRIETIS",1
"DĀVIS ARTURS","VĪRIETIS",1
"DĀVIS ARTŪRS","VĪRIETIS",5
"DĀVIS ATSTARS","VĪRIETIS",1
"DĀVIS BENITO","VĪRIETIS",1
"DĀVIS BENNO","VĪRIETIS",1
"DĀVIS BERNHARDS","VĪRIETIS",1
"DĀVIS BRŪSS","VĪRIETIS",1
"DĀVIS DAINIS","VĪRIETIS",1
"DĀVIS DANIELS","VĪRIETIS",26
"DĀVIS DANIĒLS","VĪRIETIS",1
"DĀVIS DAVIDS","VĪRIETIS",1
"DĀVIS DEIVIDS","VĪRIETIS",3
"DĀVIS DEIVS","VĪRIETIS",1
"DĀVIS DENISS","VĪRIETIS",2
"DĀVIS DINS","VĪRIETIS",1
"DĀVIS DMITRIJS","VĪRIETIS",1
"DĀVIS DOMENIKS","VĪRIETIS",2
"DĀVIS DONATS","VĪRIETIS",1
"DĀVIS DRUVIS","VĪRIETIS",1
"DĀVIS DVEINS","VĪRIETIS",1
"DĀVIS DZINTARS","VĪRIETIS",2
"DĀVIS DĀGS","VĪRIETIS",1
"DĀVIS DĀNIELS","VĪRIETIS",1
"DĀVIS DĀVIDS","VĪRIETIS",24
"DĀVIS EDGARS","VĪRIETIS",3
"DĀVIS EDMUNDS","VĪRIETIS",2
"DĀVIS EDUARDS","VĪRIETIS",7
"DĀVIS EDVARDS","VĪRIETIS",2
"DĀVIS EDŽUS","VĪRIETIS",1
"DĀVIS EGILS","VĪRIETIS",1
"DĀVIS EINĀRS","VĪRIETIS",1
"DĀVIS ELANS","VĪRIETIS",1
"DĀVIS ELIASS","VĪRIETIS",2
"DĀVIS ELIOTS","VĪRIETIS",1
"DĀVIS ELMĀRS","VĪRIETIS",1
"DĀVIS EMĪLS","VĪRIETIS",12
"DĀVIS ERNESTS","VĪRIETIS",2
"DĀVIS FILIPS","VĪRIETIS",1
"DĀVIS GABRIELS","VĪRIETIS",2
"DĀVIS GEORGS","VĪRIETIS",1
"DĀVIS GERHARDS","VĪRIETIS",1
"DĀVIS GERRARDS","VĪRIETIS",1
"DĀVIS GINTERS","VĪRIETIS",1
"DĀVIS GUNTARS","VĪRIETIS",1
"DĀVIS GUNTIS","VĪRIETIS",1
"DĀVIS GUNĀRS","VĪRIETIS",1
"DĀVIS GUSTAVS","VĪRIETIS",8
"DĀVIS HEINRIHS","VĪRIETIS",1
"DĀVIS HELMUTS","VĪRIETIS",2
"DĀVIS HUGO","VĪRIETIS",1
"DĀVIS IMANTS","VĪRIETIS",1
"DĀVIS IVARS","VĪRIETIS",1
"DĀVIS JANS","VĪRIETIS",1
"DĀVIS JURIS","VĪRIETIS",4
"DĀVIS JURĢIS","VĪRIETIS",1
"DĀVIS JĀNIS","VĪRIETIS",24
"DĀVIS JĀZEPS","VĪRIETIS",1
"DĀVIS JĒKABS","VĪRIETIS",5
"DĀVIS KASPARS","VĪRIETIS",1
"DĀVIS KLAIDS","VĪRIETIS",1
"DĀVIS KLĀVS","VĪRIETIS",3
"DĀVIS KRISTAPS","VĪRIETIS",9
"DĀVIS KRISTARS","VĪRIETIS",1
"DĀVIS KRISTERS","VĪRIETIS",10
"DĀVIS KRISTIANS","VĪRIETIS",10
"DĀVIS KRISTIĀNS","VĪRIETIS",9
"DĀVIS KRISTOFERS","VĪRIETIS",3
"DĀVIS KRISTS","VĪRIETIS",4
"DĀVIS KRIŠJĀNIS","VĪRIETIS",2
"DĀVIS KRIŠS","VĪRIETIS",2
"DĀVIS KURTS","VĪRIETIS",1
"DĀVIS KĀRLIS","VĪRIETIS",1
"DĀVIS LAIMONS","VĪRIETIS",1
"DĀVIS LEO","VĪRIETIS",1
"DĀVIS LIAMS","VĪRIETIS",1
"DĀVIS LINARDS","VĪRIETIS",2
"DĀVIS LING","VĪRIETIS",1
"DĀVIS LIVARS","VĪRIETIS",1
"DĀVIS LORENSS","VĪRIETIS",1
"DĀVIS LUDVIGS","VĪRIETIS",2
"DĀVIS MAIKS","VĪRIETIS",1
"DĀVIS MAREKS","VĪRIETIS",1
"DĀVIS MARIUSS","VĪRIETIS",1
"DĀVIS MARKS","VĪRIETIS",2
"DĀVIS MARKUSS","VĪRIETIS",3
"DĀVIS MARTINS","VĪRIETIS",1
"DĀVIS MARTS","VĪRIETIS",1
"DĀVIS MATĪSS","VĪRIETIS",7
"DĀVIS MIERVALDIS","VĪRIETIS",1
"DĀVIS MIKS","VĪRIETIS",1
"DĀVIS MIKUS","VĪRIETIS",3
"DĀVIS MĀRCIS","VĪRIETIS",1
"DĀVIS MĀRIS","VĪRIETIS",4
"DĀVIS MĀRTIŅŠ","VĪRIETIS",9
"DĀVIS NAIDŽELS","VĪRIETIS",1
"DĀVIS NAMEJS","VĪRIETIS",1
"DĀVIS NIKS","VĪRIETIS",2
"DĀVIS NILS","VĪRIETIS",2
"DĀVIS OLIVERS","VĪRIETIS",2
"DĀVIS OSKARS","VĪRIETIS",1
"DĀVIS OTTO","VĪRIETIS",1
"DĀVIS PATRIKS","VĪRIETIS",1
"DĀVIS PAULIS","VĪRIETIS",2
"DĀVIS PAULS","VĪRIETIS",1
"DĀVIS PĒTERIS","VĪRIETIS",2
"DĀVIS RAFAELS","VĪRIETIS",1
"DĀVIS RAIMONDS","VĪRIETIS",1
"DĀVIS RAITS","VĪRIETIS",2
"DĀVIS RAIVO","VĪRIETIS",3
"DĀVIS RALFS","VĪRIETIS",2
"DĀVIS RAULS","VĪRIETIS",1
"DĀVIS REINIS","VĪRIETIS",2
"DĀVIS RENDIJS","VĪRIETIS",1
"DĀVIS RENĀRS","VĪRIETIS",2
"DĀVIS RENĀTS","VĪRIETIS",1
"DĀVIS RIHARDS","VĪRIETIS",2
"DĀVIS RITVARS","VĪRIETIS",2
"DĀVIS RIČARDS","VĪRIETIS",1
"DĀVIS ROBERTS","VĪRIETIS",8
"DĀVIS ROLANDS","VĪRIETIS",2
"DĀVIS ROMEO","VĪRIETIS",1
"DĀVIS RONALDS","VĪRIETIS",1
"DĀVIS RORIJS","VĪRIETIS",1
"DĀVIS RŪDOLFS","VĪRIETIS",5
"DĀVIS SAIMONS","VĪRIETIS",1
"DĀVIS SANDIS","VĪRIETIS",1
"DĀVIS SEBASTIANS","VĪRIETIS",1
"DĀVIS SILVESTRS","VĪRIETIS",1
"DĀVIS SĪMANIS","VĪRIETIS",1
"DĀVIS TOMASS","VĪRIETIS",3
"DĀVIS TOMS","VĪRIETIS",4
"DĀVIS TĀLS","VĪRIETIS",1
"DĀVIS ULDIS","VĪRIETIS",1
"DĀVIS VALDIS","VĪRIETIS",1
"DĀVIS VALENTĪNS","VĪRIETIS",1
"DĀVIS VALTERS","VĪRIETIS",1
"DĀVIS VALTS","VĪRIETIS",1
"DĀVIS VALĒRIJS","VĪRIETIS",1
"DĀVIS VARIS","VĪRIETIS",1
"DĀVIS VIKTORS","VĪRIETIS",1
"DĀVIS VILIS","VĪRIETIS",1
"DĀVIS VILJAMS","VĪRIETIS",1
"DĀVIS ZIGMĀRS","VĪRIETIS",1
"DĀVIS ĀDAMS","VĪRIETIS",1
"DĀVIS ĀRONS","VĪRIETIS",1
"DĀVIS ĒRIKS","VĪRIETIS",1
"DĀVIS ŽELVIS","VĪRIETIS",1
"DĀVISA VIKTORIJA","SIEVIETE",1
"DĀVITE","SIEVIETE",1
"DĀVITS","VĪRIETIS",1
"DĀVITS MĀRIS","VĪRIETIS",1
"DĀVUDS","VĪRIETIS",2
"DĀVĪDS","VĪRIETIS",3
"DĒKLA HAFSA","SIEVIETE",1
"DĒLIJA","SIEVIETE",5
"DĒMIJA LINNA","SIEVIETE",1
"DĒMISS","VĪRIETIS",1
"DĒNA","SIEVIETE",2
"DĒRKS ROIDONS","VĪRIETIS",1
"DĒVIDS","VĪRIETIS",53
"DĒVIDS DENIELS","VĪRIETIS",1
"DĒVIDS MIKS","VĪRIETIS",1
"DĒVIJA","SIEVIETE",2
"DĒVIJS","VĪRIETIS",7
"DĒVIJS DĀVIS","VĪRIETIS",1
"DĒVIS","VĪRIETIS",3
"DĒVISS","VĪRIETIS",2
"DĒZIJA","SIEVIETE",9
"DĒZIJA ELĪZA","SIEVIETE",1
"DĒZIJA EMĪLIJA","SIEVIETE",1
"DĒZIJA LIZA","SIEVIETE",1
"DĪENA SĀRA","SIEVIETE",1
"DĪLANS KRISTIĀNS","VĪRIETIS",1
"DĪNA","SIEVIETE",10
"DĪNA ANNA","SIEVIETE",1
"DĪNA ELIZABETE","SIEVIETE",1
"DĪNA LORETA","SIEVIETE",1
"DĪNA SOFIJA","SIEVIETE",1
"DĪNIJA","SIEVIETE",2
"DĪNIS","VĪRIETIS",1
"DĪNS","VĪRIETIS",21
"DĪNS ADRIANS LŪISS","VĪRIETIS",1
"DĪNS ALBERTS","VĪRIETIS",1
"DĪNS ALEKSANDRS","VĪRIETIS",1
"DĪNS ARTURS","VĪRIETIS",1
"DĪNS BENDŽAMINS","VĪRIETIS",1
"DĪNS DMITRIJS","VĪRIETIS",1
"DĪNS DORIANS","VĪRIETIS",1
"DĪNS DŽEIMSS ENTONIJS","VĪRIETIS",1
"DĪNS DŽOZEFS","VĪRIETIS",1
"DĪNS EDUARDS","VĪRIETIS",1
"DĪNS ELANS","VĪRIETIS",1
"DĪNS ELIASS","VĪRIETIS",1
"DĪNS ENTONIJS","VĪRIETIS",1
"DĪNS KOLS","VĪRIETIS",1
"DĪNS MATĪSS","VĪRIETIS",1
"DĪNS RAIMONDS","VĪRIETIS",1
"DĪNS RIHARDS","VĪRIETIS",1
"DĪNS RIČARDS","VĪRIETIS",2
"DĪNS ROBERTS","VĪRIETIS",1
"DĪNS ROSS","VĪRIETIS",1
"DĪNS SUDŽASJINS","VĪRIETIS",1
"DĪNS TOMASS","VĪRIETIS",1
"DĪNS VALENTINS","VĪRIETIS",1
"DĪNS ZIGURDS VALDIS","VĪRIETIS",1
"DĪSELS DŽONS ALLANS","VĪRIETIS",1
"DĪTERIHS","VĪRIETIS",1
"DĪTERS","VĪRIETIS",1
"DĪTHARDS","VĪRIETIS",1
"DĪVA","SIEVIETE",2
"DĪVA OKTĀVIJA","SIEVIETE",1
"DĪVA SOFIJA","SIEVIETE",1
"DĪVS","VĪRIETIS",10
"DĪVS EMĪLS","VĪRIETIS",1
"DĪVS RIHARDS","VĪRIETIS",1
"DĪZELS","VĪRIETIS",1
"DĻARA","SIEVIETE",1
"DŪDA","SIEVIETE",2
"DŪDARS","VĪRIETIS",1
"DŪJA","SIEVIETE",1
"DŪJA IEVA","SIEVIETE",1
"DŪJIŅA","SIEVIETE",1
"DŽABRAILS","VĪRIETIS",2
"DŽADA","SIEVIETE",3
"DŽADS","VĪRIETIS",1
"DŽAELA MARĪ","SIEVIETE",1
"DŽAFARS","VĪRIETIS",2
"DŽAGRITI","SIEVIETE",1
"DŽAIJA","SIEVIETE",1
"DŽAILA","SIEVIETE",1
"DŽAILI DŽOISA","SIEVIETE",1
"DŽAILSS DĀVIDS EDMUNDS","VĪRIETIS",1
"DŽAINE ESTERE","SIEVIETE",1
"DŽAIRĪ D'ANDŽELO","VĪRIETIS",1
"DŽAJANI","SIEVIETE",1
"DŽAJANTS","VĪRIETIS",1
"DŽAJAŠRI","SIEVIETE",1
"DŽAKLINA","SIEVIETE",1
"DŽAKLĪNA REIČELA","SIEVIETE",1
"DŽAKOMO","VĪRIETIS",4
"DŽAKOMO KEANU","VĪRIETIS",1
"DŽAKS ALEKSANDRS","VĪRIETIS",1
"DŽAKĪ ELIZABETE","SIEVIETE",1
"DŽALILS","VĪRIETIS",2
"DŽALMA DŽŪNE AMONE","SIEVIETE",1
"DŽAMALA","SIEVIETE",1
"DŽAMALS","VĪRIETIS",7
"DŽAMALS GABRIELS","VĪRIETIS",1
"DŽAMALS NIKOLAJS KVAO","VĪRIETIS",1
"DŽAMBULATS","VĪRIETIS",1
"DŽAMELS ELIASS","VĪRIETIS",1
"DŽAMI","VĪRIETIS",1
"DŽAMILA","SIEVIETE",13
"DŽAMILA HAMISA","SIEVIETE",1
"DŽAMILA SABIRALI","SIEVIETE",1
"DŽAMILJA LIVA","SIEVIETE",1
"DŽAMILS","VĪRIETIS",5
"DŽAMILS SAVAĻI","VĪRIETIS",1
"DŽAMINS","VĪRIETIS",1
"DŽAMIĻA","SIEVIETE",4
"DŽAMIĻS","VĪRIETIS",3
"DŽAN LUKA EROLS JĀNIS","VĪRIETIS",1
"DŽANA","SIEVIETE",6
"DŽANAIJA","SIEVIETE",1
"DŽANANA RENA","SIEVIETE",1
"DŽANANI SNEHA","SIEVIETE",1
"DŽANDANA","SIEVIETE",1
"DŽANELA","SIEVIETE",1
"DŽANELLE OSAROSE ELIZABETE","SIEVIETE",1
"DŽANERA TORIJA","SIEVIETE",1
"DŽANERS","VĪRIETIS",1
"DŽANETA","SIEVIETE",17
"DŽANETA ANNIJA","SIEVIETE",1
"DŽANETA ELIZABETE","SIEVIETE",1
"DŽANETE","SIEVIETE",5
"DŽANETE AGATA","SIEVIETE",1
"DŽANETE ELIZABETE ILGA","SIEVIETE",1
"DŽANETE KAROLA","SIEVIETE",1
"DŽANETE ŽANETE","SIEVIETE",1
"DŽANETTA","SIEVIETE",1
"DŽANIKOLA","VĪRIETIS",1
"DŽANINA","SIEVIETE",2
"DŽANITA","SIEVIETE",18
"DŽANLUIDŽI","VĪRIETIS",1
"DŽANNA","SIEVIETE",9
"DŽANNA RASA","SIEVIETE",1
"DŽANNATA","SIEVIETE",1
"DŽANNETA","SIEVIETE",2
"DŽANNIJS","VĪRIETIS",1
"DŽANS","VĪRIETIS",7
"DŽANS ALI","VĪRIETIS",1
"DŽANS DŽASTINS","VĪRIETIS",1
"DŽANS KARLO EDVINS","VĪRIETIS",1
"DŽANS LUKAS","VĪRIETIS",1
"DŽANS NOLANS","VĪRIETIS",1
"DŽANS POLATS","VĪRIETIS",1
"DŽANSINS","VĪRIETIS",1
"DŽANĒRS JĀNIS","VĪRIETIS",1
"DŽANĪNA","SIEVIETE",1
"DŽARADS ĒRIKS","VĪRIETIS",1
"DŽAREDS","VĪRIETIS",3
"DŽAREDS KOLS","VĪRIETIS",1
"DŽAREDS SKOTS","VĪRIETIS",1
"DŽARNAILS JĀNIS","VĪRIETIS",1
"DŽARODS ENTONIJS","VĪRIETIS",1
"DŽASARATS","VĪRIETIS",1
"DŽASEMS ABDELHAKS","VĪRIETIS",1
"DŽASIMS TIMURS","VĪRIETIS",1
"DŽASMINA","SIEVIETE",5
"DŽASMINA AVERILA","SIEVIETE",1
"DŽASMINA EUGENIJA","SIEVIETE",1
"DŽASMINA INDRA KAROLĪNE","SIEVIETE",1
"DŽASMINA NIKIJA","SIEVIETE",1
"DŽASMĪNA","SIEVIETE",5
"DŽASMĪNA KAURA","SIEVIETE",1
"DŽASMĪNA ŠARLOTE DŽEIMIJA","SIEVIETE",1
"DŽASMĪNE","SIEVIETE",4
"DŽASPERS","VĪRIETIS",1
"DŽASPERS BICKIS","VĪRIETIS",1
"DŽASPERS DANIILS","VĪRIETIS",1
"DŽASPERS DŽOZEFS","VĪRIETIS",1
"DŽASPERS FRANKS","VĪRIETIS",1
"DŽASPERS LUISS","VĪRIETIS",1
"DŽASTINA","SIEVIETE",21
"DŽASTINA ANIJA","SIEVIETE",1
"DŽASTINA DAGNIJA","SIEVIETE",1
"DŽASTINA DĀRTA","SIEVIETE",1
"DŽASTINA DŽENIFERA","SIEVIETE",1
"DŽASTINA KEITA","SIEVIETE",2
"DŽASTINA LAURA","SIEVIETE",1
"DŽASTINA LEVISA","SIEVIETE",1
"DŽASTINA OLUČI","SIEVIETE",1
"DŽASTINA PAULA","SIEVIETE",1
"DŽASTINS","VĪRIETIS",72
"DŽASTINS ADEMILOLA","VĪRIETIS",1
"DŽASTINS ALEKSANDERS","VĪRIETIS",2
"DŽASTINS ALESANDRO","VĪRIETIS",1
"DŽASTINS DAIMONDSS","VĪRIETIS",1
"DŽASTINS DANIELS","VĪRIETIS",4
"DŽASTINS DIDZIS","VĪRIETIS",1
"DŽASTINS DŽASTINS","VĪRIETIS",1
"DŽASTINS DŽERMEINS","VĪRIETIS",1
"DŽASTINS DŽEROMS","VĪRIETIS",1
"DŽASTINS DŽONS","VĪRIETIS",1
"DŽASTINS EDVARDS","VĪRIETIS",1
"DŽASTINS GLENS","VĪRIETIS",1
"DŽASTINS JĀNIS","VĪRIETIS",1
"DŽASTINS KĀRLIS","VĪRIETIS",1
"DŽASTINS LUKAS","VĪRIETIS",1
"DŽASTINS LĪ","VĪRIETIS",2
"DŽASTINS MAIKLS","VĪRIETIS",2
"DŽASTINS MARKS","VĪRIETIS",1
"DŽASTINS MARKUSS","VĪRIETIS",1
"DŽASTINS MELINE","VĪRIETIS",1
"DŽASTINS N","VĪRIETIS",1
"DŽASTINS NIKOLASS","VĪRIETIS",2
"DŽASTINS NIKS","VĪRIETIS",1
"DŽASTINS PAULIS","VĪRIETIS",1
"DŽASTINS RAIENS","VĪRIETIS",1
"DŽASTINS RAULS","VĪRIETIS",1
"DŽASTINS REINIS","VĪRIETIS",1
"DŽASTINS ROBERTS","VĪRIETIS",1
"DŽASTINS VALTS","VĪRIETIS",1
"DŽASTISS OSAHONS","VĪRIETIS",1
"DŽASTĪNA","SIEVIETE",1
"DŽASTĪNA REBEKA","SIEVIETE",1
"DŽASTĪNE","SIEVIETE",2
"DŽASTĪNE KEROLAINE","SIEVIETE",1
"DŽAVADS","VĪRIETIS",1
"DŽAVANS","VĪRIETIS",1
"DŽAVDATS","VĪRIETIS",1
"DŽAVERDANA","SIEVIETE",1
"DŽAVERIJA","SIEVIETE",1
"DŽAVIDANS","VĪRIETIS",1
"DŽAVIDS","VĪRIETIS",3
"DŽAZIJA ROMIJA","SIEVIETE",1
"DŽEBRAILS JAHJA","VĪRIETIS",1
"DŽEDIDAJA KALU","VĪRIETIS",1
"DŽEFERSONS","VĪRIETIS",1
"DŽEFRI TACUHIRO","VĪRIETIS",1
"DŽEFRIJS","VĪRIETIS",4
"DŽEFRIJS ADRIELS","VĪRIETIS",1
"DŽEFRIJS ALANS","VĪRIETIS",1
"DŽEFRIJS ALEKSANDRS","VĪRIETIS",2
"DŽEFRIJS DUGLASS","VĪRIETIS",1
"DŽEFRIJS DŽULIANS","VĪRIETIS",1
"DŽEFRIJS GATIS","VĪRIETIS",1
"DŽEFRIJS JURIS","VĪRIETIS",1
"DŽEFRIJS LŪRIS","VĪRIETIS",1
"DŽEFRIJS MAIKLS","VĪRIETIS",1
"DŽEFRIJS MAIKLS DONALDS","VĪRIETIS",1
"DŽEFRIJS MARKS","VĪRIETIS",1
"DŽEFRIJS PAULS","VĪRIETIS",1
"DŽEFRIJS SAMUELS","VĪRIETIS",1
"DŽEFRIJS TAILERS","VĪRIETIS",1
"DŽEFRIJS Č","VĪRIETIS",1
"DŽEFRIJS ĒRIKS","VĪRIETIS",1
"DŽEFS","VĪRIETIS",1
"DŽEFS ALEKSANDERS","VĪRIETIS",1
"DŽEGERS ROBERTS","VĪRIETIS",1
"DŽEIDA","SIEVIETE",7
"DŽEIDA ELEONORA","SIEVIETE",1
"DŽEIDA EVA","SIEVIETE",1
"DŽEIDA LUĪZE","SIEVIETE",1
"DŽEIDA MARIJA","SIEVIETE",1
"DŽEIDA OBEHI","SIEVIETE",1
"DŽEIDA OTIBHORA","SIEVIETE",1
"DŽEIDA RUTA","SIEVIETE",1
"DŽEIDA ZINAIDA","SIEVIETE",1
"DŽEIDA ŠEJA","SIEVIETE",1
"DŽEIDANA","SIEVIETE",1
"DŽEIDANS","VĪRIETIS",8
"DŽEIDANS ALANS","VĪRIETIS",1
"DŽEIDANS BRAIENS","VĪRIETIS",1
"DŽEIDANS DĀVIDS","VĪRIETIS",1
"DŽEIDANS DŽONS","VĪRIETIS",1
"DŽEIDANS DŽONS ALEKSANDRS","VĪRIETIS",1
"DŽEIDANS IVARS","VĪRIETIS",1
"DŽEIDANS ĪZAKS","VĪRIETIS",1
"DŽEIDENA","SIEVIETE",1
"DŽEIDENS","VĪRIETIS",15
"DŽEIDENS ADEFOLARINS","VĪRIETIS",1
"DŽEIDENS ALANS","VĪRIETIS",1
"DŽEIDENS BRAINS PRINSS ERIKS","VĪRIETIS",1
"DŽEIDENS DOMENIKS","VĪRIETIS",1
"DŽEIDENS DŽERIMAIA","VĪRIETIS",1
"DŽEIDENS KRISTENS","VĪRIETIS",1
"DŽEIDENS KRISTIANS","VĪRIETIS",1
"DŽEIDENS KĀRLIS DŽORDŽS","VĪRIETIS",1
"DŽEIDENS LIAMS","VĪRIETIS",1
"DŽEIDENS LUKASS","VĪRIETIS",1
"DŽEIDENS MALIKS","VĪRIETIS",1
"DŽEIDENS POLS KĪRS","VĪRIETIS",1
"DŽEIDENS RAIMONDS","VĪRIETIS",1
"DŽEIDENS RIČARDS GLENS","VĪRIETIS",1
"DŽEIDENS RĪVS","VĪRIETIS",1
"DŽEIDENS TOMASS","VĪRIETIS",1
"DŽEIDENS ZIVANAJI","VĪRIETIS",1
"DŽEIDENS ŠAIEMS","VĪRIETIS",1
"DŽEIDENS ŠEJS","VĪRIETIS",1
"DŽEIDIJA","SIEVIETE",1
"DŽEIDINA FĒNIKSA","SIEVIETE",1
"DŽEIDINS AIVIS","VĪRIETIS",1
"DŽEIHUNS","VĪRIETIS",2
"DŽEIJDŽEJS EŠLIJS","VĪRIETIS",1
"DŽEIKOBS","VĪRIETIS",18
"DŽEIKOBS AIZAIA","VĪRIETIS",1
"DŽEIKOBS ALANS","VĪRIETIS",1
"DŽEIKOBS ALBERTS","VĪRIETIS",1
"DŽEIKOBS ALEKSANDERS","VĪRIETIS",1
"DŽEIKOBS ALEKSANDRS","VĪRIETIS",1
"DŽEIKOBS ALEKSANDRS SOUSA","VĪRIETIS",1
"DŽEIKOBS ASLANS","VĪRIETIS",1
"DŽEIKOBS AŠERS","VĪRIETIS",1
"DŽEIKOBS BENDŽAMINS","VĪRIETIS",1
"DŽEIKOBS BRAIENS","VĪRIETIS",1
"DŽEIKOBS DANIELS","VĪRIETIS",3
"DŽEIKOBS DOMINIKS","VĪRIETIS",3
"DŽEIKOBS DĀVIDS","VĪRIETIS",1
"DŽEIKOBS DŽEIMS","VĪRIETIS",1
"DŽEIKOBS DŽEIMSS","VĪRIETIS",1
"DŽEIKOBS DŽILSS","VĪRIETIS",1
"DŽEIKOBS DŽOZEFS","VĪRIETIS",1
"DŽEIKOBS ELIOTS","VĪRIETIS",1
"DŽEIKOBS FREIZERS","VĪRIETIS",1
"DŽEIKOBS HARISONS","VĪRIETIS",1
"DŽEIKOBS INGMĀRS","VĪRIETIS",1
"DŽEIKOBS JAKOVS","VĪRIETIS",1
"DŽEIKOBS JĒKABS","VĪRIETIS",1
"DŽEIKOBS KĒRTISS","VĪRIETIS",1
"DŽEIKOBS LĪ","VĪRIETIS",1
"DŽEIKOBS MAIKLS","VĪRIETIS",2
"DŽEIKOBS MAKSS","VĪRIETIS",1
"DŽEIKOBS MARKUSS","VĪRIETIS",1
"DŽEIKOBS NOBUHITO","VĪRIETIS",1
"DŽEIKOBS RAILIJS","VĪRIETIS",1
"DŽEIKOBS RENĀRS","VĪRIETIS",1
"DŽEIKOBS TEO PĪTERS","VĪRIETIS",1
"DŽEIKOBS TOMASS","VĪRIETIS",1
"DŽEIKOBS VADIMS","VĪRIETIS",1
